age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,Is_Poor_Sleep,Dataset_Type
26,0,3,2.89,21,5.61,5.25,4,13,92,3.37,0,TRAIN
27,1,0,9.27,9,5.12,10.0,2,86,26,9.97,0,TRAIN
46,1,5,1.54,119,4.12,3.69,4,102,51,4.22,0,TRAIN
54,0,4,4.92,57,6.71,7.58,3,47,186,6.95,0,TRAIN
38,1,2,1.62,85,6.53,3.27,2,15,27,3.04,0,TRAIN
22,0,5,5.62,110,8.87,6.02,3,106,198,6.01,0,TRAIN
18,1,2,9.37,114,7.32,10.0,3,86,197,9.39,0,TRAIN
46,2,5,3.2,31,8.82,3.34,0,80,98,2.87,0,TRAIN
55,0,0,4.73,13,6.85,7.06,0,98,267,7.4,0,TRAIN
57,0,3,6.9,8,7.73,7.77,1,63,232,7.41,0,TRAIN
31,1,2,7.89,5,6.5,8.61,0,14,94,7.21,0,TRAIN
29,0,4,7.97,23,8.82,10.0,3,83,91,9.85,0,TRAIN
37,0,4,3.5,119,4.31,7.61,0,75,193,6.09,0,TRAIN
25,0,0,1.76,50,8.03,1.0,2,26,82,1.0,0,TRAIN
33,0,4,1.67,8,6.92,1.0,3,27,217,1.0,0,TRAIN
18,1,0,4.21,80,8.86,5.41,1,94,199,5.93,0,TRAIN
38,0,2,6.76,11,8.7,8.14,2,10,295,5.89,0,TRAIN
45,0,2,2.31,29,7.51,4.23,2,1,215,4.39,0,TRAIN
56,0,0,6.84,91,6.66,8.3,1,78,281,9.09,0,TRAIN
52,1,6,3.83,32,7.43,2.74,0,89,129,1.14,0,TRAIN
32,2,5,7.02,65,5.24,9.74,1,0,248,8.79,0,TRAIN
43,1,4,9.11,21,7.64,10.0,3,12,272,10.0,0,TRAIN
56,0,0,3.26,86,5.31,3.49,0,35,119,3.57,0,TRAIN
36,0,2,5.97,27,8.49,7.54,4,110,54,6.95,0,TRAIN
20,0,6,2.31,62,4.69,4.54,4,59,177,4.9,0,TRAIN
28,0,7,4.76,39,4.16,5.04,4,117,52,6.64,0,TRAIN
36,0,3,2.83,118,4.78,5.19,1,53,67,6.08,0,TRAIN
19,1,7,4.46,15,6.57,4.62,2,106,140,4.67,0,TRAIN
40,1,7,8.3,119,5.29,10.0,3,118,69,10.0,1,TRAIN
45,0,3,2.61,60,4.78,5.26,0,52,72,7.15,0,TRAIN
26,0,0,3.54,28,7.91,5.1,4,73,208,3.49,0,TRAIN
43,0,3,9.49,65,4.93,9.71,1,35,293,10.0,0,TRAIN
41,1,7,5.2,10,5.93,8.17,1,109,163,7.51,0,TRAIN
35,0,0,4.74,85,4.01,8.04,1,11,76,8.69,0,TRAIN
24,0,0,5.16,2,7.25,4.4,3,88,27,3.9,0,TRAIN
32,1,6,6.84,117,5.48,10.0,4,8,286,10.0,1,TRAIN
59,1,0,2.2,78,5.04,3.74,1,107,167,2.84,0,TRAIN
24,1,2,2.6,115,4.46,6.18,2,89,157,6.02,0,TRAIN
58,1,5,8.34,92,4.39,10.0,1,20,207,9.0,1,TRAIN
51,1,0,5.65,119,5.63,9.86,4,29,240,9.32,0,TRAIN
44,0,0,1.7,52,7.11,1.44,0,3,75,2.7,0,TRAIN
40,1,2,2.32,76,8.82,6.35,4,11,86,6.55,0,TRAIN
41,0,0,8.51,2,6.34,7.16,3,2,126,7.71,0,TRAIN
47,1,0,6.7,1,4.41,5.84,4,4,247,5.03,0,TRAIN
58,1,0,1.44,16,4.71,2.33,0,102,50,4.31,0,TRAIN
35,0,5,7.68,82,6.47,9.65,1,47,38,10.0,0,TRAIN
57,2,3,8.1,78,4.54,10.0,3,98,89,10.0,0,TRAIN
40,0,0,3.96,26,6.62,6.23,1,58,24,5.81,0,TRAIN
44,1,3,5.33,76,4.31,9.21,1,67,148,9.19,0,TRAIN
40,0,3,2.21,105,7.85,6.23,4,68,239,7.39,0,TRAIN
26,0,3,8.07,113,4.46,9.24,0,75,113,9.19,0,TRAIN
45,0,6,4.21,77,8.59,5.7,1,91,59,6.91,0,TRAIN
25,1,5,7.22,112,4.24,10.0,0,78,59,10.0,1,TRAIN
29,0,1,9.33,97,7.07,10.0,1,71,174,9.9,0,TRAIN
28,1,4,3.44,110,8.96,3.41,3,37,143,1.65,0,TRAIN
23,0,1,5.56,77,5.3,9.49,1,9,207,10.0,0,TRAIN
46,0,0,8.01,68,8.47,10.0,2,67,184,10.0,1,TRAIN
45,0,1,2.32,45,5.42,3.79,0,113,196,3.89,0,TRAIN
43,1,4,7.82,75,6.9,10.0,2,58,154,10.0,1,TRAIN
38,0,4,7.67,67,8.12,7.11,3,65,78,5.74,0,TRAIN
54,1,3,2.41,34,4.08,1.0,4,8,296,1.6,0,TRAIN
42,0,4,3.9,83,4.96,6.08,3,22,127,7.28,0,TRAIN
29,1,7,7.5,102,7.15,10.0,2,73,164,10.0,0,TRAIN
19,0,1,6.71,82,7.62,9.59,4,85,284,9.33,0,TRAIN
50,0,5,5.6,115,5.13,8.24,1,85,143,7.56,0,TRAIN
36,1,0,3.41,87,8.09,5.17,1,38,32,5.94,0,TRAIN
57,1,3,6.22,73,7.71,6.98,2,111,116,4.34,0,TRAIN
28,0,6,9.8,1,6.85,10.0,0,71,286,10.0,0,TRAIN
51,1,7,4.01,82,8.11,5.59,0,58,44,5.07,0,TRAIN
22,0,4,6.95,67,6.55,7.86,0,29,33,6.64,0,TRAIN
31,1,7,2.1,88,4.59,4.4,4,88,225,3.97,0,TRAIN
50,0,1,7.01,46,5.73,10.0,2,13,172,10.0,0,TRAIN
25,1,4,2.66,3,7.45,3.29,0,20,33,3.48,0,TRAIN
49,0,3,3.27,39,7.58,2.61,1,76,239,3.54,0,TRAIN
46,0,6,3.55,90,4.01,3.2,2,4,162,2.69,0,TRAIN
37,0,5,2.08,112,6.71,5.27,0,55,234,4.64,0,TRAIN
30,0,3,5.85,37,8.3,8.08,1,58,182,10.0,0,TRAIN
20,0,1,6.04,26,4.6,8.12,2,51,147,8.03,0,TRAIN
33,0,4,9.85,0,7.76,10.0,1,80,70,9.6,0,TRAIN
36,0,7,7.57,53,8.44,10.0,0,63,111,9.78,0,TRAIN
46,1,5,2.89,49,6.38,3.48,1,72,265,3.67,0,TRAIN
32,1,2,4.49,41,5.87,6.03,1,64,246,6.16,0,TRAIN
18,0,7,6.95,47,6.66,9.69,1,63,149,9.32,0,TRAIN
56,1,4,5.73,102,6.88,8.15,0,1,176,8.45,0,TRAIN
33,1,1,8.66,3,4.26,10.0,4,89,195,10.0,0,TRAIN
28,1,1,8.7,62,8.75,10.0,2,101,85,10.0,0,TRAIN
33,0,7,5.29,9,8.51,6.92,2,11,291,7.36,0,TRAIN
19,1,0,7.39,112,6.33,10.0,2,105,203,10.0,0,TRAIN
25,1,0,6.43,3,5.05,7.1,4,53,248,7.87,0,TRAIN
44,1,6,3.59,81,8.67,7.74,2,66,135,8.28,0,TRAIN
59,0,1,9.3,71,8.84,10.0,2,1,230,9.23,0,TRAIN
47,1,7,1.62,111,5.88,1.43,1,20,174,2.31,0,TRAIN
47,0,7,1.21,83,4.73,6.33,0,93,143,5.6,0,TRAIN
28,1,3,8.65,4,7.5,10.0,4,93,188,9.68,0,TRAIN
23,1,3,7.02,27,5.57,10.0,4,13,135,8.21,0,TRAIN
24,1,0,7.04,43,5.97,7.45,3,23,171,6.48,0,TRAIN
22,1,6,4.29,119,7.8,8.39,4,81,142,9.02,0,TRAIN
36,0,2,7.61,28,7.74,10.0,1,51,105,10.0,0,TRAIN
27,0,2,3.46,24,8.51,3.4,3,118,178,2.94,0,TRAIN
39,1,3,6.96,90,4.91,9.82,4,115,93,8.32,1,TRAIN
45,0,1,9.03,14,5.95,10.0,0,39,273,10.0,0,TRAIN
35,0,2,6.2,90,4.94,7.73,2,20,69,8.5,0,TRAIN
46,0,6,5.29,114,8.39,7.82,4,38,230,6.9,0,TRAIN
23,0,5,2.9,34,8.99,2.27,0,74,287,2.15,0,TRAIN
42,1,1,1.31,76,8.43,1.0,2,59,246,1.0,0,TRAIN
19,0,4,8.92,37,4.35,10.0,2,8,138,9.85,0,TRAIN
54,1,4,4.17,17,8.3,4.45,4,16,156,6.48,0,TRAIN
56,0,4,6.05,83,8.09,6.66,1,60,117,7.48,0,TRAIN
20,0,0,1.54,58,5.61,2.06,0,7,115,3.57,0,TRAIN
40,0,3,7.89,13,8.03,9.67,3,92,291,9.25,0,TRAIN
51,1,4,3.76,22,8.84,2.89,0,25,226,3.08,0,TRAIN
19,0,7,8.65,89,4.56,10.0,2,72,282,8.76,1,TRAIN
33,0,4,7.14,70,8.59,9.79,3,101,179,10.0,0,TRAIN
26,0,6,3.76,51,4.84,4.31,0,106,280,3.76,0,TRAIN
37,0,4,6.71,47,7.08,8.02,4,102,293,8.5,0,TRAIN
43,1,6,4.9,23,7.51,8.7,2,78,65,8.76,0,TRAIN
25,0,4,6.5,37,6.78,8.75,0,74,149,9.86,0,TRAIN
22,1,7,9.1,28,7.93,10.0,4,116,68,9.34,0,TRAIN
41,0,7,1.55,92,6.36,3.39,0,116,257,2.71,0,TRAIN
20,0,5,1.04,109,5.25,2.27,3,81,80,2.44,0,TRAIN
30,0,3,9.93,73,8.56,10.0,1,72,171,9.26,1,TRAIN
26,1,5,9.97,44,5.5,7.95,3,22,297,8.28,0,TRAIN
41,0,7,7.81,94,4.99,10.0,3,15,250,10.0,0,TRAIN
37,0,3,8.3,18,8.91,9.64,3,52,20,8.67,0,TRAIN
25,1,0,1.35,61,6.25,3.1,2,77,27,3.39,0,TRAIN
19,1,7,2.84,69,4.35,4.12,3,107,295,3.63,0,TRAIN
35,0,6,5.14,81,4.82,7.43,0,78,117,7.13,0,TRAIN
51,1,1,9.97,90,6.24,10.0,0,28,100,8.51,0,TRAIN
26,0,0,6.23,105,8.7,7.0,3,58,93,6.92,0,TRAIN
42,0,3,2.33,82,8.44,3.03,0,16,39,5.1,0,TRAIN
56,1,2,6.43,50,5.94,10.0,2,65,108,8.13,0,TRAIN
19,2,6,5.56,3,6.32,8.85,1,116,81,7.06,0,TRAIN
56,0,0,7.2,61,4.87,10.0,0,48,259,10.0,0,TRAIN
42,1,3,7.35,0,6.72,8.98,1,115,126,9.41,0,TRAIN
25,0,2,9.93,119,5.03,10.0,4,84,49,9.23,1,TRAIN
44,0,5,6.23,24,4.93,7.95,3,50,258,6.7,0,TRAIN
33,1,4,4.96,42,8.28,5.98,2,30,109,7.02,0,TRAIN
20,1,2,8.36,7,4.94,9.94,3,27,246,10.0,0,TRAIN
36,1,7,2.0,107,8.59,6.81,3,14,37,6.72,0,TRAIN
36,1,4,4.0,8,5.95,4.84,0,15,259,4.28,0,TRAIN
21,0,6,9.36,60,5.96,10.0,2,68,210,7.84,1,TRAIN
22,0,5,4.19,82,6.99,3.71,3,72,169,3.91,0,TRAIN
33,1,1,1.73,85,6.81,4.76,4,92,72,4.52,0,TRAIN
32,0,1,5.39,14,5.8,7.15,2,30,227,5.49,0,TRAIN
31,0,7,5.27,34,6.74,9.21,2,98,113,8.57,0,TRAIN
28,1,7,6.42,102,4.88,9.67,2,59,255,8.28,0,TRAIN
33,0,3,2.25,39,4.56,3.34,4,84,168,2.61,0,TRAIN
55,1,7,7.99,30,4.79,10.0,2,54,68,8.07,0,TRAIN
19,0,3,5.62,83,4.98,7.71,4,33,273,8.54,0,TRAIN
41,1,0,6.24,90,6.85,9.03,4,16,127,9.66,0,TRAIN
19,1,6,6.49,102,7.16,10.0,3,9,196,10.0,0,TRAIN
22,1,3,3.17,86,6.36,2.51,0,98,98,2.34,0,TRAIN
30,1,0,1.11,44,4.58,2.11,2,27,60,1.0,0,TRAIN
30,0,2,1.02,104,8.38,3.1,1,52,241,3.15,0,TRAIN
25,1,0,6.02,54,7.23,8.53,1,26,21,7.78,0,TRAIN
46,0,2,9.15,63,4.85,10.0,3,22,257,8.46,0,TRAIN
38,1,0,4.91,55,5.26,8.4,1,34,134,7.58,0,TRAIN
46,1,6,5.85,56,7.93,4.78,1,102,203,6.28,0,TRAIN
23,0,6,2.91,12,8.06,3.34,2,46,238,3.49,0,TRAIN
51,0,0,3.28,57,8.57,4.82,2,103,33,5.93,0,TRAIN
46,0,0,4.43,77,5.53,6.23,2,20,141,6.96,0,TRAIN
40,0,7,6.58,0,4.33,7.84,4,61,137,4.63,0,TRAIN
38,1,0,3.96,26,8.92,3.38,4,104,69,2.34,0,TRAIN
34,0,3,4.91,115,6.85,5.18,1,12,26,4.43,0,TRAIN
49,0,4,2.08,95,7.23,7.24,0,49,56,9.03,0,TRAIN
52,1,7,3.34,61,5.71,3.92,3,49,256,4.69,0,TRAIN
27,0,1,2.73,51,4.54,3.75,1,88,52,4.02,0,TRAIN
52,1,4,1.37,112,8.09,2.85,0,93,149,1.99,0,TRAIN
45,1,2,2.98,95,6.52,2.96,0,112,255,3.59,0,TRAIN
39,1,6,4.15,108,6.91,7.14,0,60,246,8.11,0,TRAIN
54,1,4,5.35,60,4.99,7.9,3,95,48,7.47,0,TRAIN
56,1,0,9.59,90,5.67,10.0,2,89,144,10.0,0,TRAIN
40,1,0,3.42,65,6.42,6.73,2,105,226,5.96,0,TRAIN
27,0,4,2.52,87,4.84,7.32,1,69,146,8.99,0,TRAIN
19,0,6,8.4,79,6.65,10.0,4,65,100,10.0,0,TRAIN
20,1,7,8.69,118,7.36,10.0,4,39,156,10.0,1,TRAIN
28,1,2,7.2,47,4.18,10.0,2,35,135,10.0,0,TRAIN
50,0,2,9.8,108,6.68,10.0,2,101,105,9.43,1,TRAIN
44,0,1,7.05,53,7.21,8.87,0,36,197,8.24,0,TRAIN
40,0,5,4.82,11,4.55,5.86,4,102,188,6.23,0,TRAIN
34,1,4,2.6,14,4.25,1.84,0,49,112,1.22,0,TRAIN
43,0,2,6.12,6,6.55,8.38,3,57,163,7.98,0,TRAIN
57,1,7,4.69,56,6.1,7.33,4,57,240,7.71,0,TRAIN
22,0,1,1.98,69,7.58,1.0,3,87,247,1.0,0,TRAIN
58,1,5,8.76,11,6.9,10.0,2,49,42,10.0,0,TRAIN
51,2,0,8.66,42,8.19,10.0,0,98,113,9.68,0,TRAIN
50,0,1,8.82,110,8.5,10.0,0,44,148,10.0,0,TRAIN
39,0,3,5.48,43,5.84,7.02,0,53,140,8.24,0,TRAIN
38,1,7,5.13,50,8.5,8.11,3,87,220,7.58,0,TRAIN
19,1,7,4.2,75,5.3,3.29,4,24,99,3.63,0,TRAIN
50,0,2,9.76,44,7.95,10.0,4,36,159,10.0,1,TRAIN
44,0,6,3.09,56,4.89,6.46,0,30,245,6.65,0,TRAIN
32,1,5,2.29,49,8.01,1.0,0,49,143,1.46,0,TRAIN
53,0,2,8.12,38,8.3,10.0,4,116,245,10.0,0,TRAIN
35,1,2,1.26,68,5.67,1.5,4,109,97,1.0,0,TRAIN
57,0,1,3.34,46,6.29,6.67,4,24,179,6.72,0,TRAIN
53,1,6,5.88,70,7.54,9.39,3,3,82,9.62,0,TRAIN
25,1,5,3.98,82,4.72,6.41,2,25,238,5.29,0,TRAIN
33,1,6,8.77,54,5.56,10.0,0,37,69,8.19,1,TRAIN
25,1,1,2.23,56,4.13,5.35,3,0,69,5.82,0,TRAIN
52,0,5,7.68,47,4.83,10.0,4,29,38,10.0,0,TRAIN
43,0,5,2.39,41,5.62,3.78,2,22,196,4.21,0,TRAIN
56,1,3,3.38,22,7.24,4.73,0,55,203,2.8,0,TRAIN
52,0,1,6.82,39,4.84,9.3,1,82,212,9.18,0,TRAIN
35,1,1,8.23,12,8.18,10.0,2,42,166,10.0,0,TRAIN
51,1,3,4.69,99,5.78,6.81,3,93,91,6.37,0,TRAIN
33,0,6,7.34,107,6.97,10.0,2,94,42,8.31,1,TRAIN
53,1,3,8.69,61,8.71,10.0,0,8,49,8.3,0,TRAIN
41,1,2,8.04,102,4.6,8.78,4,19,67,8.57,0,TRAIN
45,1,3,6.52,10,4.89,7.37,2,83,246,6.85,0,TRAIN
40,1,4,2.91,30,8.44,2.73,3,64,261,2.94,0,TRAIN
29,0,6,8.26,87,4.26,10.0,2,105,241,10.0,1,TRAIN
58,0,6,1.41,62,7.7,3.28,3,94,94,4.55,0,TRAIN
26,1,5,1.44,4,4.48,1.1,4,37,202,1.78,0,TRAIN
31,1,1,4.53,57,5.55,5.85,2,78,211,4.32,0,TRAIN
50,1,4,2.01,20,6.97,3.08,1,107,271,2.63,0,TRAIN
38,0,4,8.57,7,8.63,10.0,3,78,41,9.46,0,TRAIN
47,0,5,3.48,71,4.47,5.94,4,109,103,4.94,0,TRAIN
21,1,3,3.42,22,5.64,6.25,2,61,276,6.41,0,TRAIN
39,1,1,7.86,19,4.47,7.56,4,75,120,8.87,0,TRAIN
32,1,3,3.98,83,7.09,5.81,1,38,294,5.88,0,TRAIN
43,0,4,4.38,92,5.6,9.15,0,40,39,7.41,0,TRAIN
36,1,4,2.94,6,5.4,5.21,2,4,90,4.3,0,TRAIN
41,0,1,6.02,12,6.69,6.81,2,101,92,7.19,0,TRAIN
22,0,4,7.57,102,6.67,10.0,3,28,285,9.48,1,TRAIN
42,0,6,4.88,54,8.31,5.39,3,1,44,7.04,0,TRAIN
59,1,2,4.21,69,5.56,6.12,4,116,227,6.12,0,TRAIN
32,0,4,2.27,39,8.74,4.63,4,49,21,6.93,0,TRAIN
32,0,4,6.06,11,4.02,7.34,1,65,95,6.05,0,TRAIN
29,0,6,2.53,6,8.67,1.56,2,108,270,1.61,0,TRAIN
34,0,0,6.65,112,4.7,7.81,3,44,179,8.43,0,TRAIN
40,0,6,9.96,50,5.1,10.0,3,73,275,10.0,0,TRAIN
22,0,5,9.93,18,5.07,10.0,0,5,154,10.0,0,TRAIN
51,1,0,6.26,82,6.13,8.21,4,95,31,8.36,0,TRAIN
52,1,1,7.2,13,7.74,6.96,2,25,192,7.42,0,TRAIN
45,0,5,1.61,32,6.37,2.67,2,109,51,2.34,0,TRAIN
39,0,0,5.08,70,6.67,5.59,2,66,200,5.47,0,TRAIN
36,1,3,7.25,6,8.57,10.0,0,37,104,10.0,0,TRAIN
36,1,0,3.86,34,4.59,2.22,0,114,90,3.17,0,TRAIN
22,0,7,8.86,7,4.54,9.58,2,17,274,8.99,0,TRAIN
21,1,4,9.66,60,7.51,10.0,3,9,256,8.06,1,TRAIN
41,0,5,5.59,94,6.47,5.48,4,98,171,5.94,0,TRAIN
19,0,3,6.3,102,6.42,10.0,4,72,107,8.0,1,TRAIN
56,1,0,2.78,60,7.87,4.93,4,109,216,6.46,0,TRAIN
56,1,5,4.33,22,5.83,6.59,0,63,228,5.21,0,TRAIN
30,1,7,1.61,104,7.73,4.61,1,69,90,4.8,0,TRAIN
33,2,1,1.34,100,5.39,1.04,2,56,230,1.0,0,TRAIN
59,1,4,4.27,110,5.55,7.22,3,78,138,5.73,0,TRAIN
22,0,7,4.89,110,5.06,6.1,2,25,29,4.97,0,TRAIN
59,0,1,6.55,62,4.13,6.35,3,97,190,8.09,0,TRAIN
44,0,3,8.52,49,4.24,9.16,2,54,143,9.96,0,TRAIN
44,1,0,5.87,20,5.32,9.13,3,77,253,8.91,0,TRAIN
47,0,3,2.6,12,4.13,2.17,3,106,162,1.48,0,TRAIN
26,0,4,7.76,13,5.11,8.98,4,119,128,9.68,0,TRAIN
42,0,6,5.04,44,5.82,4.89,3,56,131,5.22,0,TRAIN
53,1,0,3.86,78,8.51,5.95,4,95,137,5.12,0,TRAIN
35,0,6,7.32,86,7.6,10.0,3,57,142,10.0,0,TRAIN
40,0,4,1.85,19,8.74,1.0,3,73,36,1.0,0,TRAIN
53,1,7,2.15,70,8.37,1.6,0,7,48,1.57,0,TRAIN
58,0,7,1.2,5,4.59,1.0,2,73,166,3.23,0,TRAIN
26,0,3,3.25,34,5.84,5.63,3,92,204,7.59,0,TRAIN
36,0,6,3.39,31,8.98,3.87,0,45,197,3.22,0,TRAIN
34,0,2,3.31,80,5.57,6.3,0,2,163,5.82,0,TRAIN
23,0,3,5.99,105,4.64,8.79,3,74,198,7.04,0,TRAIN
46,0,6,2.55,97,6.55,5.35,4,18,208,5.7,0,TRAIN
46,1,5,8.11,115,7.98,9.95,4,9,159,8.51,0,TRAIN
51,1,2,5.62,111,8.45,8.25,4,67,206,7.76,0,TRAIN
54,1,5,4.41,103,6.54,7.02,2,2,270,6.41,0,TRAIN
57,0,4,6.07,104,7.11,6.21,2,75,185,6.25,0,TRAIN
20,0,5,1.69,36,5.06,3.84,4,31,110,4.59,0,TRAIN
20,0,2,9.87,34,4.51,10.0,2,40,196,10.0,0,TRAIN
44,0,3,5.96,81,7.51,9.25,1,9,141,9.96,0,TRAIN
50,0,3,7.5,91,4.38,10.0,2,36,166,9.94,1,TRAIN
50,0,0,3.37,8,7.26,3.48,3,34,139,3.39,0,TRAIN
46,0,2,5.33,116,7.53,9.79,2,77,284,9.38,0,TRAIN
33,1,3,3.07,10,7.05,4.93,1,67,140,5.33,0,TRAIN
44,0,5,6.37,1,5.88,7.43,0,9,179,6.97,0,TRAIN
27,0,4,4.78,45,4.51,4.3,4,34,41,3.28,0,TRAIN
33,1,7,5.27,76,8.6,6.57,3,57,293,7.38,0,TRAIN
51,0,6,9.96,50,6.31,10.0,1,72,165,9.61,0,TRAIN
21,0,0,9.71,117,8.69,10.0,4,19,258,9.69,1,TRAIN
45,0,1,3.68,33,7.97,5.88,0,6,21,6.33,0,TRAIN
46,0,7,7.21,109,6.61,10.0,0,15,125,9.23,0,TRAIN
18,0,7,5.26,98,7.27,9.14,1,49,238,9.54,0,TRAIN
33,1,0,5.39,27,4.39,4.44,2,26,115,4.59,0,TRAIN
42,0,3,7.14,107,6.15,10.0,3,45,235,10.0,0,TRAIN
20,0,7,2.26,4,5.54,1.85,4,4,231,1.97,0,TRAIN
51,0,0,7.64,99,6.23,10.0,3,99,21,8.68,0,TRAIN
55,0,3,9.71,14,8.38,10.0,0,95,21,10.0,0,TRAIN
21,0,3,3.52,4,6.74,6.65,0,2,232,6.85,0,TRAIN
32,0,4,4.37,117,6.99,7.09,1,89,226,7.17,0,TRAIN
59,2,3,6.01,19,8.3,7.08,3,54,282,5.41,0,TRAIN
24,0,5,9.41,112,7.44,10.0,1,94,206,10.0,1,TRAIN
31,2,3,6.99,20,8.92,10.0,2,86,86,9.51,0,TRAIN
27,0,1,8.81,40,7.44,10.0,2,75,281,10.0,0,TRAIN
47,0,6,7.24,94,8.74,10.0,3,63,190,9.64,0,TRAIN
54,1,4,2.13,101,8.1,5.69,2,33,168,6.11,0,TRAIN
26,1,7,1.24,70,5.83,4.57,1,12,217,3.17,0,TRAIN
39,1,0,5.74,15,4.2,4.63,3,69,286,2.63,0,TRAIN
29,0,3,5.49,68,4.98,7.01,1,115,215,6.16,0,TRAIN
46,1,7,2.27,81,5.27,1.57,0,0,228,2.39,0,TRAIN
33,1,1,8.42,7,4.14,8.04,1,76,146,8.89,0,TRAIN
33,1,1,5.79,65,6.59,6.17,4,31,266,4.15,0,TRAIN
31,1,0,9.93,116,7.22,10.0,3,90,135,10.0,1,TRAIN
57,0,0,1.46,64,8.88,4.21,4,21,111,2.35,0,TRAIN
54,1,3,2.37,89,7.21,6.33,3,59,94,6.57,0,TRAIN
25,1,7,8.03,107,8.07,10.0,2,75,105,9.24,0,TRAIN
43,0,5,3.43,73,5.46,4.69,4,25,35,3.95,0,TRAIN
41,0,1,2.57,101,4.47,3.36,4,81,51,4.6,0,TRAIN
35,1,3,5.2,25,4.9,5.72,1,30,44,5.02,0,TRAIN
50,1,4,6.57,88,5.61,10.0,3,81,167,10.0,0,TRAIN
45,1,2,5.67,1,7.61,6.03,1,62,41,7.34,0,TRAIN
26,1,1,4.98,62,6.1,6.14,2,3,168,6.4,0,TRAIN
19,1,3,2.35,83,4.99,2.59,0,108,162,2.84,0,TRAIN
21,1,5,1.29,61,7.86,3.56,4,102,236,3.16,0,TRAIN
50,0,7,6.71,107,8.79,10.0,1,56,273,10.0,0,TRAIN
45,1,5,4.33,113,8.72,6.47,4,12,221,7.7,0,TRAIN
19,0,5,2.46,20,6.48,1.0,0,5,259,1.0,0,TRAIN
21,2,0,5.1,104,7.14,7.59,3,113,232,8.41,0,TRAIN
33,0,5,3.87,107,6.37,6.1,4,37,42,6.5,0,TRAIN
22,0,4,3.9,62,8.32,7.15,0,78,293,8.3,0,TRAIN
59,0,7,8.67,2,4.2,8.95,3,75,48,8.25,0,TRAIN
22,1,3,8.42,95,5.12,10.0,0,113,222,10.0,1,TRAIN
56,1,7,8.64,4,5.01,10.0,3,10,73,8.73,0,TRAIN
57,0,4,3.9,93,5.68,3.47,3,41,36,4.58,0,TRAIN
27,1,5,7.24,51,8.17,9.1,1,1,114,8.88,0,TRAIN
29,1,6,6.44,54,7.33,7.15,1,41,192,6.82,0,TRAIN
36,1,1,7.33,67,5.15,7.09,2,116,162,7.7,0,TRAIN
28,1,1,1.77,82,8.94,5.1,0,82,261,4.73,0,TRAIN
33,1,1,6.24,19,4.78,7.44,4,45,178,6.51,0,TRAIN
37,1,2,7.09,101,4.03,7.68,4,52,60,9.71,0,TRAIN
49,0,7,6.06,55,5.27,7.98,0,55,72,6.94,0,TRAIN
22,0,7,2.52,49,4.59,2.53,2,29,257,3.56,0,TRAIN
25,1,7,9.08,76,8.28,10.0,0,98,261,10.0,1,TRAIN
29,0,4,5.93,90,4.01,8.75,3,26,158,9.61,0,TRAIN
56,1,1,8.35,41,5.77,7.49,2,56,158,8.38,0,TRAIN
24,0,5,8.35,13,7.29,10.0,4,17,211,8.51,0,TRAIN
59,0,7,5.77,99,6.82,10.0,0,32,251,10.0,0,TRAIN
50,1,0,5.02,104,6.73,5.42,1,104,204,4.88,0,TRAIN
54,1,3,5.1,44,5.28,6.32,0,19,171,5.35,0,TRAIN
33,0,0,6.62,14,4.96,10.0,0,107,62,9.82,0,TRAIN
51,0,4,1.95,43,7.09,2.69,1,114,292,2.27,0,TRAIN
30,2,6,8.4,95,7.87,9.79,0,113,27,8.35,0,TRAIN
25,0,3,4.71,104,6.5,8.63,3,110,299,9.47,0,TRAIN
19,0,5,7.88,114,7.52,10.0,0,20,259,9.81,0,TRAIN
43,1,5,2.39,44,4.19,3.7,3,1,86,4.32,0,TRAIN
52,1,7,1.7,43,5.44,2.64,3,80,180,1.21,0,TRAIN
22,0,5,5.07,66,8.9,8.19,4,84,276,9.04,0,TRAIN
34,1,7,5.44,5,8.26,6.14,0,94,108,6.33,0,TRAIN
49,1,7,7.13,102,4.91,10.0,0,26,106,9.2,0,TRAIN
56,0,0,7.86,62,6.39,10.0,0,103,32,9.87,1,TRAIN
58,1,2,9.27,21,4.98,10.0,1,53,54,10.0,0,TRAIN
53,1,6,6.19,67,6.24,10.0,0,35,155,9.87,0,TRAIN
52,1,7,9.01,95,8.0,10.0,1,112,54,10.0,1,TRAIN
39,1,5,8.71,100,5.98,10.0,1,25,59,10.0,0,TRAIN
25,1,0,7.95,53,5.44,8.6,0,67,20,8.47,0,TRAIN
41,0,1,4.35,42,6.78,6.42,3,115,222,4.97,0,TRAIN
20,0,1,9.35,88,5.16,10.0,1,28,143,9.46,1,TRAIN
36,0,2,3.66,6,8.96,3.97,2,54,171,3.73,0,TRAIN
50,2,1,9.01,55,5.88,10.0,1,73,44,10.0,0,TRAIN
55,0,7,1.32,51,7.71,2.33,0,104,151,3.65,0,TRAIN
25,1,4,8.4,81,8.01,9.75,3,58,229,8.91,0,TRAIN
43,0,0,1.22,54,8.32,2.11,3,24,168,1.28,0,TRAIN
23,1,2,3.08,102,4.97,8.05,3,5,63,8.22,0,TRAIN
22,2,0,2.99,24,7.51,2.78,3,95,65,2.17,0,TRAIN
